(free,1181,0)
(124,1181,8)
(free,1189,1)
(125,1190,3)
(free,1193,3)
(126,1196,1)
(free,1197,6)
(127,1203,2)
(free,1205,3)
(128,1208,3)
(free,1211,0)
(129,1211,3)
(free,1214,7)
(130,1221,3)
(free,1224,1)
(131,1225,3)
(free,1228,9)
(132,1237,4)
(free,1241,4)
(133,1245,9)
(free,1254,3)
(134,1257,3)
(free,1260,6)
(135,1266,3)
(free,1269,4)
(136,1273,6)
(free,1279,0)
(137,1279,1)
(free,1280,8)
(138,1288,1)
(free,1289,9)
(139,1298,7)
(free,1305,9)
(140,1314,8)
(free,1322,4)
(141,1326,5)
(free,1331,5)
(142,1336,1)
(free,1337,5)
(143,1342,3)
(free,1345,8)
(144,1353,7)
(free,1360,7)
(145,1367,3)
(free,1370,6)
(146,1376,9)
(free,1385,6)
(147,1391,4)
(free,1395,6)
(148,1401,8)
(free,1409,0)
(149,1409,8)
(free,1417,6)
(150,1423,7)
(free,1430,0)
(151,1430,9)
(free,1439,6)
(152,1445,7)
(free,1452,5)
(153,1457,8)
(free,1465,6)
(154,1471,4)
(free,1475,0)
(155,1475,9)
(free,1484,4)
(156,1488,6)
(free,1494,9)
(157,1503,5)
(free,1508,8)
(158,1516,5)
(free,1521,4)
(159,1525,3)
(free,1528,4)
(160,1532,1)
(free,1533,4)
(161,1537,3)
(free,1540,4)
(162,1544,6)
(free,1550,4)
(163,1554,6)
(free,1560,3)
(164,1563,7)
(free,1570,0)
(165,1570,5)
(free,1575,1)
(166,1576,6)
(free,1582,5)
(167,1587,5)
(free,1592,3)
(168,1595,8)
(free,1603,2)
(169,1605,6)
(free,1611,2)
(170,1613,5)
(free,1618,4)
(171,1622,6)
(free,1628,5)
(172,1633,2)
(free,1635,6)
(173,1641,6)
(free,1647,8)
(174,1655,5)
(free,1660,8)
(175,1668,4)
(free,1672,9)
(176,1681,6)
(free,1687,3)
(177,1690,3)
(free,1693,1)
(178,1694,9)
(free,1703,5)
(179,1708,9)
(free,1717,7)
(180,1724,2)
(free,1726,9)
(181,1735,9)
(free,1744,9)
(182,1753,2)
(free,1755,0)
(183,1755,3)
(free,1758,9)
(184,1767,2)
(free,1769,4)
(185,1773,9)
(free,1782,3)
(186,1785,2)
(free,1787,6)
(187,1793,4)
(free,1797,3)
(188,1800,7)
(free,1807,2)
(189,1809,9)
(free,1818,4)
(190,1822,4)
(free,1826,5)
(191,1831,4)
(free,1835,0)
(192,1835,3)
(free,1838,4)
(193,1842,5)
(free,1847,8)
(194,1855,9)
(free,1864,4)
(195,1868,4)
(free,1872,2)
(196,1874,4)
(free,1878,7)
(197,1885,1)
(free,1886,9)
(198,1895,5)
(free,1900,5)
(199,1905,8)
(free,1913,4)
(200,1917,5)
(free,1922,2)
(201,1924,3)
(free,1927,1)
(202,1928,8)
(free,1936,4)
(203,1940,5)
(free,1945,7)
(204,1952,9)
(free,1961,2)
(205,1963,3)
(free,1966,2)
(206,1968,9)
(free,1977,6)
(207,1983,1)
(free,1984,6)
(208,1990,8)
(free,1998,8)
(209,2006,2)
(free,2008,1)
(210,2009,4)
(free,2013,9)
(211,2022,2)
(free,2024,7)
(212,2031,9)
(free,2040,9)
(213,2049,1)
(free,2050,9)
(214,2059,4)
(free,2063,8)
(215,2071,2)
(free,2073,1)
(216,2074,4)
(free,2078,2)
(217,2080,4)
(free,2084,3)
(218,2087,7)
(free,2094,2)
(219,2096,4)
(free,2100,5)
(220,2105,6)
(free,2111,9)
(221,2120,1)
(free,2121,7)
(222,2128,5)
(free,2133,7)
(223,2140,3)
(free,2143,0)
(224,2143,5)
(free,2148,8)
(225,2156,3)
(free,2159,4)
(226,2163,4)
(free,2167,8)
(227,2175,2)
(free,2177,8)
(228,2185,4)
(free,2189,4)
(229,2193,8)
(free,2201,4)
(230,2205,3)
(free,2208,5)
(231,2213,6)
(free,2219,1)
(232,2220,1)
(free,2221,9)
(233,2230,2)
(free,2232,9)
(234,2241,2)
(free,2243,3)
(235,2246,7)
(free,2253,6)
(236,2259,1)
(free,2260,6)
(237,2266,2)
(free,2268,1)
(238,2269,6)
(free,2275,0)
(239,2275,6)
(free,2281,3)
(240,2284,6)
(free,2290,1)
(241,2291,8)
(free,2299,6)
(242,2305,8)
(free,2313,6)
(243,2319,6)
(free,2325,7)
(244,2332,5)
(free,2337,7)
(245,2344,8)
(free,2352,1)
(246,2353,7)
(free,2360,9)
(247,2369,1)
(free,2370,6)
(248,2376,6)
(free,2382,3)
(249,2385,8)
(free,2393,7)
(250,2400,6)
(free,2406,3)
(251,2409,5)
(free,2414,4)
(252,2418,1)
(free,2419,0)
(253,2419,2)
(free,2421,6)
(254,2427,2)
(free,2429,2)
(255,2431,8)
(free,2439,6)
(256,2445,6)
(free,2451,7)
(257,2458,6)
(free,2464,8)
(258,2472,7)
(free,2479,9)
(259,2488,2)
(free,2490,7)
(260,2497,4)
(free,2501,8)
(261,2509,9)
(free,2518,4)
(262,2522,4)
(free,2526,1)
(263,2527,3)
(free,2530,1)
(264,2531,2)
(free,2533,0)
(265,2533,7)
(free,2540,5)
(266,2545,6)
(free,2551,1)
(267,2552,6)
(free,2558,5)
(268,2563,4)
(free,2567,8)
(269,2575,2)
(free,2577,4)
(270,2581,6)
(free,2587,1)
(271,2588,5)
(free,2593,9)
(272,2602,3)
(free,2605,8)
(273,2613,4)
(free,2617,4)
(274,2621,9)
(free,2630,9)
(275,2639,1)
(free,2640,1)
(276,2641,8)
(free,2649,4)
(277,2653,4)
(free,2657,7)
(278,2664,9)
(free,2673,8)
(279,2681,6)
(free,2687,7)
(280,2694,6)
(free,2700,5)
(281,2705,8)
(free,2713,0)
(282,2713,4)
(free,2717,5)
(283,2722,9)
(free,2731,2)
(284,2733,2)
(free,2735,2)
(285,2737,8)
(free,2745,9)
(286,2754,7)
(free,2761,4)
(287,2765,5)
(free,2770,7)
(288,2777,7)
(free,2784,9)
(289,2793,9)
(free,2802,9)
(290,2811,4)
(free,2815,1)
(291,2816,8)
(free,2824,3)
(292,2827,9)
(free,2836,1)
(293,2837,5)
(free,2842,5)
(294,2847,8)
(free,2855,7)
(295,2862,3)
(free,2865,4)
(296,2869,5)
(free,2874,7)
(297,2881,1)
(free,2882,1)
(298,2883,1)
(free,2884,6)
(299,2890,2)
(free,2892,8)
(300,2900,7)
(free,2907,2)
(301,2909,5)
(free,2914,9)
(302,2923,8)
(free,2931,4)
(303,2935,2)
(free,2937,8)
(304,2945,6)
(free,2951,7)
(305,2958,4)
(free,2962,7)
(306,2969,8)
(free,2977,9)
(307,2986,9)
(free,2995,3)
(308,2998,9)
(free,3007,6)
(309,3013,3)
(free,3016,9)
(310,3025,7)
(free,3032,3)
(311,3035,8)
(free,3043,0)
(312,3043,8)
(free,3051,0)
(313,3051,6)
(free,3057,2)
(314,3059,2)
(free,3061,7)
(315,3068,2)
(free,3070,4)
(316,3074,3)
(free,3077,1)
(317,3078,1)
(free,3079,7)
(318,3086,3)
(free,3089,3)
(319,3092,5)
(free,3097,5)
(320,3102,7)
(free,3109,0)
(321,3109,9)
(free,3118,6)
(322,3124,6)
(free,3130,6)
(323,3136,1)
(free,3137,5)
(324,3142,6)
(free,3148,6)
(325,3154,6)
(free,3160,0)
(326,3160,6)
(free,3166,1)
(327,3167,5)
(free,3172,4)
(328,3176,3)
(free,3179,8)
(329,3187,6)
(free,3193,2)
(330,3195,8)
(free,3203,4)
(331,3207,4)
(free,3211,5)
(332,3216,5)
(free,3221,5)
(333,3226,4)
(free,3230,3)
(334,3233,3)
(free,3236,7)
(335,3243,8)
(free,3251,9)
(336,3260,7)
(free,3267,3)
(337,3270,9)
(free,3279,6)
(338,3285,3)
(free,3288,1)
(339,3289,1)
(free,3290,5)
(340,3295,4)
(free,3299,9)
(341,3308,9)
(free,3317,1)
(342,3318,1)
(free,3319,2)
(343,3321,7)
(free,3328,1)
(344,3329,9)
(free,3338,1)
(345,3339,4)
(free,3343,2)
(346,3345,4)
(free,3349,1)
(347,3350,8)
(free,3358,0)
(348,3358,8)
(free,3366,0)
(349,3366,4)
(free,3370,4)
(350,3374,1)
(free,3375,2)
(351,3377,9)
(free,3386,4)
(352,3390,2)
(free,3392,8)
(353,3400,4)
(free,3404,3)
(354,3407,1)
(free,3408,0)
(355,3408,1)
(free,3409,3)
(356,3412,7)
(free,3419,2)
(357,3421,7)
(free,3428,0)
(358,3428,7)
(free,3435,9)
(359,3444,6)
(free,3450,4)
(360,3454,2)
(free,3456,8)
(361,3464,4)
(free,3468,3)
(362,3471,4)
(free,3475,7)
(363,3482,7)
(free,3489,7)
(364,3496,7)
(free,3503,9)
(365,3512,8)
(free,3520,4)
(366,3524,8)
(free,3532,8)
(367,3540,6)
(free,3546,4)
(368,3550,2)
(free,3552,4)
(369,3556,7)
(free,3563,4)
(370,3567,6)
(free,3573,0)
(371,3573,7)
(free,3580,1)
(372,3581,1)
(free,3582,0)
(373,3582,5)
(free,3587,4)
(374,3591,6)
(free,3597,9)
(375,3606,8)
(free,3614,7)
(376,3621,9)
(free,3630,5)
(377,3635,4)
(free,3639,2)
(378,3641,1)
(free,3642,5)
(379,3647,7)
(free,3654,4)
(380,3658,4)
(free,3662,5)
(381,3667,2)
(free,3669,8)
(382,3677,5)
(free,3682,9)
(383,3691,6)
(free,3697,9)
(384,3706,3)
(free,3709,7)
(385,3716,5)
(free,3721,7)
(386,3728,7)
(free,3735,6)
(387,3741,9)
(free,3750,4)
(388,3754,9)
(free,3763,2)
(389,3765,6)
(free,3771,0)
(390,3771,4)
(free,3775,0)
(391,3775,5)
(free,3780,0)
(392,3780,2)
(free,3782,8)
(393,3790,5)
(free,3795,0)
(394,3795,3)
(free,3798,6)
(395,3804,4)
(free,3808,1)
(396,3809,8)
(free,3817,3)
(397,3820,7)
(free,3827,5)
(398,3832,8)
(free,3840,7)
(399,3847,9)
(free,3856,3)
(400,3859,9)
(free,3868,6)
(401,3874,1)
(free,3875,4)
(402,3879,6)
(free,3885,5)
(403,3890,9)
(free,3899,2)
(404,3901,4)
(free,3905,8)
(405,3913,2)
(free,3915,8)
(406,3923,8)
(free,3931,6)
(407,3937,4)
(free,3941,8)
(408,3949,7)
(free,3956,2)
(409,3958,6)
(free,3964,7)
(410,3971,5)
(free,3976,0)
(411,3976,2)
(free,3978,6)
(412,3984,1)
(free,3985,4)
(413,3989,2)
(free,3991,8)
(414,3999,8)
(free,4007,3)
(415,4010,7)
(free,4017,9)
(416,4026,5)
(free,4031,0)
(417,4031,8)
(free,4039,9)
(418,4048,9)
(free,4057,1)
(419,4058,9)
(free,4067,7)
(420,4074,6)
(free,4080,5)
(421,4085,5)
(free,4090,9)
(422,4099,2)
(free,4101,5)
(423,4106,1)
(free,4107,1)
(424,4108,3)
(free,4111,7)
(425,4118,7)
(free,4125,7)
(426,4132,1)
(free,4133,0)
(427,4133,2)
(free,4135,5)
(428,4140,2)
(free,4142,0)
(429,4142,1)
(free,4143,0)
(430,4143,3)
(free,4146,5)
(431,4151,2)
(free,4153,3)
(432,4156,8)
(free,4164,4)
(433,4168,6)
(free,4174,9)
(434,4183,4)
(free,4187,9)
(435,4196,8)
(free,4204,2)
(436,4206,5)
(free,4211,4)
(437,4215,7)
(free,4222,0)
(438,4222,6)
(free,4228,1)
(439,4229,6)
(free,4235,3)
(440,4238,7)
(free,4245,4)
(441,4249,6)
(free,4255,2)
(442,4257,4)
(free,4261,9)
(443,4270,6)
(free,4276,6)
(444,4282,4)
(free,4286,5)
(445,4291,8)
(free,4299,3)
(446,4302,3)
(free,4305,5)
(447,4310,2)
(free,4312,6)
(448,4318,8)
(free,4326,6)
(449,4332,8)
(free,4340,8)
(450,4348,8)
(free,4356,3)
(451,4359,9)
(free,4368,4)
(452,4372,3)
(free,4375,8)
(453,4383,9)
(free,4392,9)
(454,4401,6)
(free,4407,2)
(455,4409,5)
(free,4414,2)
(456,4416,8)
(free,4424,6)
(457,4430,6)
(free,4436,1)
(458,4437,4)
(free,4441,2)
(459,4443,3)
(free,4446,4)
(460,4450,7)
(free,4457,9)
(461,4466,3)
(free,4469,7)
(462,4476,7)
(free,4483,4)
(463,4487,4)
(free,4491,0)
(464,4491,8)
(free,4499,8)
(465,4507,2)
(free,4509,3)
(466,4512,6)
(free,4518,8)
(467,4526,7)
(free,4533,2)
(468,4535,7)
(free,4542,3)
(469,4545,6)
(free,4551,4)
(470,4555,8)
(free,4563,5)
(471,4568,2)
(free,4570,9)
(472,4579,6)
(free,4585,5)
(473,4590,1)
(free,4591,8)
(474,4599,1)
(free,4600,7)
(475,4607,6)
(free,4613,3)
(476,4616,7)
(free,4623,4)
(477,4627,3)
(free,4630,9)
(478,4639,7)
(free,4646,7)
(479,4653,3)
(free,4656,0)
(480,4656,4)
(free,4660,8)
(481,4668,9)
(free,4677,0)
(482,4677,7)
(free,4684,8)
(483,4692,3)
(free,4695,4)
(484,4699,4)
(free,4703,4)
(485,4707,2)
(free,4709,4)
(486,4713,1)
(free,4714,2)
(487,4716,2)
(free,4718,5)
(488,4723,3)
(free,4726,6)
(489,4732,7)
(free,4739,8)
(490,4747,4)
(free,4751,1)
(491,4752,8)
(free,4760,1)
(492,4761,5)
(free,4766,3)
(493,4769,6)
(free,4775,5)
(494,4780,6)
(free,4786,1)
(495,4787,5)
(free,4792,7)
(496,4799,2)
(free,4801,5)
(497,4806,3)
(free,4809,7)
(498,4816,3)
(free,4819,7)
(499,4826,6)
(free,4832,5)
(500,4837,9)
(free,4846,0)
(501,4846,9)
(free,4855,4)
(502,4859,6)
(free,4865,0)
(503,4865,7)
(free,4872,6)
(504,4878,7)
(free,4885,5)
(505,4890,7)
(free,4897,4)
(506,4901,9)
(free,4910,8)
(507,4918,3)
(free,4921,2)
(508,4923,6)
(free,4929,8)
(509,4937,5)
(free,4942,9)
(510,4951,9)
(free,4960,0)
(511,4960,4)
(free,4964,1)
(512,4965,2)
(free,4967,4)
(513,4971,8)
(free,4979,5)
(514,4984,9)
(free,4993,8)
(515,5001,2)
(free,5003,9)
(516,5012,8)
(free,5020,6)
(517,5026,4)
(free,5030,6)
(518,5036,2)
(free,5038,4)
(519,5042,6)
(free,5048,8)
(520,5056,8)
(free,5064,2)
(521,5066,9)
(free,5075,2)
(522,5077,5)
(free,5082,3)
(523,5085,9)
(free,5094,0)
(524,5094,3)
(free,5097,3)
(525,5100,3)
(free,5103,1)
(526,5104,9)
(free,5113,3)
(527,5116,7)
(free,5123,5)
(528,5128,8)
(free,5136,3)
(529,5139,3)
(free,5142,6)
(530,5148,6)
(free,5154,1)
(531,5155,4)
(free,5159,6)
(532,5165,9)
(free,5174,0)
(533,5174,6)
(free,5180,0)
(534,5180,6)
(free,5186,3)
(535,5189,7)
(free,5196,6)
(536,5202,2)
(free,5204,2)
(537,5206,9)
(free,5215,8)
(538,5223,5)
(free,5228,9)
(539,5237,9)
(free,5246,7)
(540,5253,7)
(free,5260,3)
(541,5263,1)
(free,5264,0)
(542,5264,9)
(free,5273,5)
(543,5278,2)
(free,5280,4)
(544,5284,3)
(free,5287,6)
(545,5293,1)
(free,5294,9)
(546,5303,3)
(free,5306,5)
(547,5311,1)
(free,5312,6)
(548,5318,2)
(free,5320,4)
(549,5324,3)
(free,5327,0)
(550,5327,8)
(free,5335,0)
(551,5335,1)
(free,5336,4)
(552,5340,2)
(free,5342,8)
(553,5350,2)
(free,5352,0)
(554,5352,7)
(free,5359,3)
(555,5362,6)
(free,5368,2)
(556,5370,4)
(free,5374,6)
(557,5380,7)
(free,5387,9)
(558,5396,7)
(free,5403,3)
(559,5406,1)
(free,5407,0)
(560,5407,5)
(free,5412,0)
(561,5412,4)
(free,5416,8)
(562,5424,2)
(free,5426,8)
(563,5434,1)
(free,5435,2)
(564,5437,8)
(free,5445,3)
(565,5448,3)
(free,5451,3)
(566,5454,1)
(free,5455,4)
(567,5459,2)
(free,5461,3)
(568,5464,6)
(free,5470,1)
(569,5471,9)
(free,5480,6)
(570,5486,1)
(free,5487,7)
(571,5494,7)
(free,5501,8)
(572,5509,3)
(free,5512,9)
(573,5521,5)
(free,5526,0)
(574,5526,9)
(free,5535,9)
(575,5544,4)
(free,5548,1)
(576,5549,8)
(free,5557,6)
(577,5563,1)
(free,5564,8)
(578,5572,7)
(free,5579,6)
(579,5585,9)
(free,5594,9)
(580,5603,5)
(free,5608,3)
(581,5611,5)
(free,5616,2)
(582,5618,1)
(free,5619,6)
(583,5625,4)
(free,5629,9)
(584,5638,4)
(free,5642,9)
(585,5651,7)
(free,5658,6)
(586,5664,6)
(free,5670,4)
(587,5674,8)
(free,5682,8)
(588,5690,6)
(free,5696,6)
(589,5702,4)
(free,5706,4)
(590,5710,8)
(free,5718,5)
(591,5723,3)
(free,5726,6)
(592,5732,8)
(free,5740,9)
(593,5749,9)
(free,5758,6)
(594,5764,4)
(free,5768,6)
(595,5774,6)
(free,5780,3)
(596,5783,4)
(free,5787,3)
(597,5790,9)
(free,5799,7)
(598,5806,5)
(free,5811,8)
(599,5819,8)
(free,5827,7)
(600,5834,3)
(free,5837,4)
(601,5841,6)
(free,5847,4)
(602,5851,1)
(free,5852,5)
(603,5857,1)
(free,5858,6)
(604,5864,9)
(free,5873,1)
(605,5874,9)
(free,5883,8)
(606,5891,8)
(free,5899,1)
(607,5900,3)
(free,5903,2)
(608,5905,8)
(free,5913,5)
(609,5918,8)
(free,5926,1)
(610,5927,4)
(free,5931,4)
(611,5935,8)
(free,5943,6)
(612,5949,7)
(free,5956,2)
(613,5958,8)
(free,5966,4)
(614,5970,9)
(free,5979,5)
(615,5984,8)
(free,5992,9)
(616,6001,7)
(free,6008,8)
(617,6016,9)
(free,6025,6)
(618,6031,2)
(free,6033,9)
(619,6042,5)
(free,6047,5)
(620,6052,8)
(free,6060,0)
(621,6060,8)
(free,6068,9)
(622,6077,6)
(free,6083,1)
(623,6084,1)
(free,6085,8)
(624,6093,3)
(free,6096,7)
(625,6103,6)
(free,6109,3)
(626,6112,4)
(free,6116,1)
(627,6117,7)
(free,6124,2)
(628,6126,1)
(free,6127,2)
(629,6129,2)
(free,6131,1)
(630,6132,6)
(free,6138,9)
(631,6147,1)
(free,6148,4)
(632,6152,9)
(free,6161,2)
(633,6163,7)
(free,6170,6)
(634,6176,6)
(free,6182,1)
(635,6183,2)
(free,6185,0)
(636,6185,7)
(free,6192,0)
(637,6192,6)
(free,6198,1)
(638,6199,6)
(free,6205,9)
(639,6214,8)
(free,6222,5)
(640,6227,9)
(free,6236,1)
(641,6237,6)
(free,6243,4)
(642,6247,4)
(free,6251,8)
(643,6259,2)
(free,6261,9)
(644,6270,5)
(free,6275,1)
(645,6276,3)
(free,6279,1)
(646,6280,7)
(free,6287,0)
(647,6287,4)
(free,6291,7)
(648,6298,8)
(free,6306,5)
(649,6311,8)
(free,6319,3)
(650,6322,4)
(free,6326,4)
(651,6330,8)
(free,6338,6)
(652,6344,3)
(free,6347,8)
(653,6355,7)
(free,6362,7)
(654,6369,1)
(free,6370,1)
(655,6371,1)
(free,6372,5)
(656,6377,9)
(free,6386,1)
(657,6387,7)
(free,6394,0)
(658,6394,6)
(free,6400,4)
(659,6404,7)
(free,6411,9)
(660,6420,1)
(free,6421,3)
(661,6424,3)
(free,6427,5)
(662,6432,3)
(free,6435,4)
(663,6439,5)
(free,6444,1)
(664,6445,2)
(free,6447,0)
(665,6447,6)
(free,6453,9)
(666,6462,6)
(free,6468,0)
(667,6468,1)
(free,6469,8)
(668,6477,1)
(free,6478,5)
(669,6483,6)
(free,6489,4)
(670,6493,8)
(free,6501,7)
(671,6508,3)
(free,6511,1)
(672,6512,1)
(free,6513,9)
(673,6522,2)
(free,6524,0)
(674,6524,8)
(free,6532,3)
(675,6535,1)
(free,6536,3)
(676,6539,9)
(free,6548,3)
(677,6551,6)
(free,6557,6)
(678,6563,7)
(free,6570,2)
(679,6572,1)
(free,6573,8)
(680,6581,8)
(free,6589,6)
(681,6595,2)
(free,6597,4)
(682,6601,6)
(free,6607,2)
(683,6609,8)
(free,6617,2)
(684,6619,8)
(free,6627,3)
(685,6630,2)
(free,6632,6)
(686,6638,3)
(free,6641,7)
(687,6648,8)
(free,6656,0)
(688,6656,1)
(free,6657,1)
(689,6658,1)
(free,6659,7)
(690,6666,7)
(free,6673,2)
(691,6675,3)
(free,6678,3)
(692,6681,4)
(free,6685,6)
(693,6691,3)
(free,6694,3)
(694,6697,3)
(free,6700,4)
(695,6704,4)
(free,6708,1)
(696,6709,4)
(free,6713,6)
(697,6719,6)
(free,6725,2)
(698,6727,1)
(free,6728,6)
(699,6734,7)
(free,6741,9)
(700,6750,7)
(free,6757,0)
(701,6757,9)
(free,6766,3)
(702,6769,3)
(free,6772,0)
(703,6772,5)
(free,6777,7)
(704,6784,6)
(free,6790,3)
(705,6793,7)
(free,6800,4)
(706,6804,1)
(free,6805,5)
(707,6810,1)
(free,6811,0)
(708,6811,4)
(free,6815,5)
(709,6820,2)
(free,6822,1)
(710,6823,4)
(free,6827,2)
(711,6829,8)
(free,6837,6)
(712,6843,2)
(free,6845,0)
(713,6845,1)
(free,6846,7)
(714,6853,1)
(free,6854,3)
(715,6857,1)
(free,6858,6)
(716,6864,5)
(free,6869,8)
(717,6877,3)
(free,6880,4)
(718,6884,5)
(free,6889,9)
(719,6898,8)
(free,6906,0)
(720,6906,5)
(free,6911,6)
(721,6917,7)
(free,6924,9)
(722,6933,8)
(free,6941,5)
(723,6946,5)
(free,6951,0)
(724,6951,6)
(free,6957,2)
(725,6959,3)
(free,6962,0)
(726,6962,2)
(free,6964,4)
(727,6968,3)
(free,6971,6)
(728,6977,4)
(free,6981,8)
(729,6989,7)
(free,6996,6)
(730,7002,7)
(free,7009,9)
(731,7018,5)
(free,7023,0)
(732,7023,8)
(free,7031,3)
(733,7034,4)
(free,7038,3)
(734,7041,6)
(free,7047,1)
(735,7048,6)
(free,7054,5)
(736,7059,7)
(free,7066,4)
(737,7070,3)
(free,7073,5)
(738,7078,2)
(free,7080,0)
(739,7080,8)
(free,7088,6)
(740,7094,4)
(free,7098,7)
(741,7105,7)
(free,7112,2)
(742,7114,3)
(free,7117,9)
(743,7126,5)
(free,7131,2)
(744,7133,5)
(free,7138,1)
(745,7139,1)
(free,7140,1)
(746,7141,8)
(free,7149,9)
(747,7158,8)
(free,7166,8)
(748,7174,6)
(free,7180,9)
(749,7189,7)
(free,7196,5)
(750,7201,5)
(free,7206,2)
(751,7208,8)
(free,7216,6)
(752,7222,8)
(free,7230,8)
(753,7238,3)
(free,7241,0)
(754,7241,5)
(free,7246,1)
(755,7247,4)
(free,7251,8)
(756,7259,1)
(free,7260,1)
(757,7261,1)
(free,7262,9)
(758,7271,2)
(free,7273,4)
(759,7277,7)
(free,7284,4)
(760,7288,6)
(free,7294,7)
(761,7301,6)
(free,7307,9)
(762,7316,8)
(free,7324,5)
(763,7329,7)
(free,7336,4)
(764,7340,5)
(free,7345,7)
(765,7352,2)
(free,7354,3)
(766,7357,8)
(free,7365,4)
(767,7369,8)
(free,7377,4)
(768,7381,3)
(free,7384,7)
(769,7391,5)
(free,7396,7)
(770,7403,1)
(free,7404,9)
(771,7413,8)
(free,7421,7)
(772,7428,2)
(free,7430,8)
(773,7438,7)
(free,7445,3)
(774,7448,7)
(free,7455,9)
(775,7464,8)
(free,7472,6)
(776,7478,3)
(free,7481,2)
(777,7483,1)
(free,7484,2)
(778,7486,2)
(free,7488,8)
(779,7496,9)
(free,7505,8)
(780,7513,2)
(free,7515,5)
(781,7520,8)
(free,7528,7)
(782,7535,9)
(free,7544,5)
(783,7549,2)
(free,7551,4)
(784,7555,7)
(free,7562,2)
(785,7564,5)
(free,7569,1)
(786,7570,9)
(free,7579,1)
(787,7580,7)
(free,7587,5)
(788,7592,1)
(free,7593,8)
